country_code,year,population
LBY,2000,5154790
LBY,1999,5057998
LBY,1998,4980962
LBY,1997,4902346
LBY,1996,4820066
LBY,1995,4733063
LBY,1994,4641296
LBY,1993,4544970
LBY,1992,4444820
LBY,1991,4341971
LBY,1990,4236983
LBY,1989,4130042
LBY,1988,4021565
LBY,1987,3911939
LBY,1986,3800110
LBY,1985,3684313
LBY,1984,3564547
LBY,1983,3423592
LBY,1982,3265457
LBY,1981,3112015
LBY,1980,2962720
LBY,1979,2816917
LBY,1978,2676117
LBY,1977,2541805
LBY,1976,2413760
LBY,1975,2291841
LBY,1974,2179446
LBY,1973,2084256
LBY,1972,2012796
LBY,1971,1958320
LBY,1970,1909177
LBY,1969,1862823
LBY,1968,1819393
LBY,1967,1778578
LBY,1966,1739831
LBY,1965,1700072
LBY,1964,1652102
LBY,1963,1594758
LBY,1962,1535157
LBY,1961,1478760
LBY,1960,1426986
LCA,2022,179857
LCA,2021,179651
LCA,2020,179237
LCA,2019,178583
LCA,2018,177888
LCA,2017,177163
LCA,2016,176413
LCA,2015,175623
LCA,2014,174804
LCA,2013,173978
LCA,2012,173124
LCA,2011,172145
LCA,2010,170935
LCA,2009,169688
LCA,2008,168576
LCA,2007,167518
LCA,2006,166470
LCA,2005,165386
LCA,2004,164239
LCA,2003,163047
LCA,2002,161799
LCA,2001,160594
LCA,2000,159500
LCA,1999,158256
LCA,1998,156855
LCA,1997,155454
LCA,1996,153969
LCA,1995,152348
LCA,1994,150561
LCA,1993,148595
LCA,1992,146420
LCA,1991,144268
LCA,1990,142301
LCA,1989,140457
LCA,1988,138660
LCA,1987,136780
LCA,1986,134810
LCA,1985,132751
LCA,1984,130625
LCA,1983,128440
LCA,1982,126194
LCA,1981,123909
LCA,1980,121633
LCA,1979,119463
LCA,1978,117397
LCA,1977,115385
LCA,1976,113421
LCA,1975,111497
LCA,1974,109740
LCA,1973,108114
LCA,1972,106457
LCA,1971,104781
LCA,1970,103090
LCA,1969,101605
LCA,1968,100400
LCA,1967,99257
LCA,1966,98126
LCA,1965,97024
LCA,1964,95948
LCA,1963,94887
LCA,1962,93823
LCA,1961,92761
LCA,1960,91614
LIE,2022,39327
LIE,2021,39039
LIE,2020,38756
LIE,2019,38482
LIE,2018,38181
LIE,2017,37889
LIE,2016,37609
LIE,2015,37355
LIE,2014,37096
LIE,2013,36806
LIE,2012,36505
LIE,2011,36189
LIE,2010,35926
LIE,2009,35675
LIE,2008,35401
LIE,2007,35150
LIE,2006,34889
LIE,2005,34603
LIE,2004,34300
LIE,2003,34000
LIE,2002,33693
LIE,2001,33376
LIE,2000,33026
LIE,1999,32615
LIE,1998,32190
LIE,1997,31770
LIE,1996,31337
LIE,1995,30890
LIE,1994,30447
LIE,1993,30012
LIE,1992,29581
LIE,1991,29168
LIE,1990,28765
LIE,1989,28357
LIE,1988,27944
LIE,1987,27542
LIE,1986,27159
LIE,1985,26785
LIE,1984,26420
LIE,1983,26055
LIE,1982,25689
LIE,1981,25346
LIE,1980,25003
LIE,1979,24616
LIE,1978,24205
LIE,1977,23803
LIE,1976,23416
LIE,1975,23030
LIE,1974,22638
LIE,1973,22251
LIE,1972,21873
LIE,1971,21517
LIE,1970,21089
LIE,1969,20558
LIE,1968,20011
LIE,1967,19467
LIE,1966,18957
LIE,1965,18500
LIE,1964,18058
LIE,1963,17625
LIE,1962,17221
LIE,1961,16834
LIE,1960,16472
LKA,2022,22181000
LKA,2021,22156000
LKA,2020,21919000
LKA,2019,21803000
LKA,2018,21670000
LKA,2017,21506813
LKA,2016,21425494
LKA,2015,21336697
LKA,2014,21239457
LKA,2013,21131756
LKA,2012,21017147
LKA,2011,20859743
LKA,2010,20668557
LKA,2009,20482477
LKA,2008,20285643
LKA,2007,20078655
LKA,2006,19870706
LKA,2005,19673866
LKA,2004,19490431
LKA,2003,19303180
LKA,2002,19110707
LKA,2001,18920275
LKA,2000,18776371
LKA,1999,18670411
LKA,1998,18560798
LKA,1997,18449123
LKA,1996,18322506
LKA,1995,18177572
LKA,1994,18011744
LKA,1993,17825611
LKA,1992,17624457
LKA,1991,17416596
LKA,1990,17204094
LKA,1989,16990575
LKA,1988,16773736
LKA,1987,16547139
LKA,1986,16317995
LKA,1985,16092338
LKA,1984,15872577
LKA,1983,15658442
LKA,1982,15438753
LKA,1981,15198918
LKA,1980,14943645
LKA,1979,14680387
LKA,1978,14414816
LKA,1977,14159052
LKA,1976,13910170
LKA,1975,13662873
LKA,1974,13418276
LKA,1973,13169737
LKA,1972,12914457
LKA,1971,12654651
LKA,1970,12388769
LKA,1969,12119207
LKA,1968,11846815
LKA,1967,11571008
LKA,1966,11299721
LKA,1965,11035224
LKA,1964,10774086
LKA,1963,10517531
LKA,1962,10267067
LKA,1961,10022888
LKA,1960,9783871
LSO,2022,2305825
LSO,2021,2281454
LSO,2020,2254100
LSO,2019,2225702
LSO,2018,2198017
LSO,2017,2170617
LSO,2016,2143872
LSO,2015,2118521
LSO,2014,2095242
LSO,2013,2073939
LSO,2012,2054718
LSO,2011,2037677
LSO,2010,2022747
LSO,2009,2009169
LSO,2008,1995014
LSO,2007,1983465
LSO,2006,1976780
LSO,2005,1977424
LSO,2004,1985384
LSO,2003,1993030
LSO,2002,1997534
LSO,2001,1999473
LSO,2000,1998630
LSO,1999,1994243
LSO,1998,1985639
LSO,1997,1972579
LSO,1996,1955098
LSO,1995,1934079
LSO,1994,1910642
LSO,1993,1885478
LSO,1992,1858507
LSO,1991,1829509
LSO,1990,1798997
LSO,1989,1767091
LSO,1988,1733733
LSO,1987,1698939
LSO,1986,1659793
LSO,1985,1616697
LSO,1984,1573267
LSO,1983,1530331
LSO,1982,1488399
LSO,1981,1447501
LSO,1980,1407672
LSO,1979,1368917
LSO,1978,1331213
LSO,1977,1294435
LSO,1976,1256478
LSO,1975,1216180
LSO,1974,1175369
LSO,1973,1135631
LSO,1972,1097242
LSO,1971,1059879
LSO,1970,1023481
LSO,1969,987909
LSO,1968,952992
LSO,1967,918923
LSO,1966,887841
LSO,1965,860220
LSO,1964,834215
LSO,1963,809138
LSO,1962,784681
LSO,1961,760895
LSO,1960,737838
LTU,2022,2831639
LTU,2021,2800839
LTU,2020,2794885
LTU,2019,2794137
LTU,2018,2801543
LTU,2017,2828403
LTU,2016,2868231
LTU,2015,2904910
LTU,2014,2932367
LTU,2013,2957689
LTU,2012,2987773
LTU,2011,3028115
LTU,2010,3097282
LTU,2009,3162916
LTU,2008,3198231
LTU,2007,3231294
LTU,2006,3269909
LTU,2005,3322528
LTU,2004,3377075
LTU,2003,3415213
LTU,2002,3443067
LTU,2001,3470818
LTU,2000,3499536
LTU,1999,3524238
LTU,1998,3549331
LTU,1997,3575137
LTU,1996,3601613
LTU,1995,3629102
LTU,1994,3657144
LTU,1993,3682613
LTU,1992,3700114
LTU,1991,3704134
LTU,1990,3697838
LTU,1989,3684255
LTU,1988,3655049
LTU,1987,3616367
LTU,1986,3578914
LTU,1985,3544543
LTU,1984,3514205
LTU,1983,3485192
LTU,1982,3457179
LTU,1981,3432947
LTU,1980,3413202
LTU,1979,3397842
LTU,1978,3379514
LTU,1977,3355036
LTU,1976,3328664
LTU,1975,3301652
LTU,1974,3273894
LTU,1973,3244438
LTU,1972,3213622
LTU,1971,3179041
LTU,1970,3139689
LTU,1969,3107321
LTU,1968,3078850
LTU,1967,3044400
LTU,1966,3008050
LTU,1965,2971450
LTU,1964,2935200
LTU,1963,2898950
LTU,1962,2863350
LTU,1961,2823550
LTU,1960,2778550
LUX,2022,653103
LUX,2021,640064
LUX,2020,630419
LUX,2019,620001
LUX,2018,607950
LUX,2017,596336
LUX,2016,582014
LUX,2015,569604
LUX,2014,556319
LUX,2013,543360
LUX,2012,530946
LUX,2011,518347
LUX,2010,506953
LUX,2009,497783
LUX,2008,488650
LUX,2007,479993
LUX,2006,472637
LUX,2005,465158
LUX,2004,458095
LUX,2003,451630
LUX,2002,446175
LUX,2001,441525
LUX,2000,436300
LUX,1999,430475
LUX,1998,424700
LUX,1997,419450
LUX,1996,414225
LUX,1995,408625
LUX,1994,402925
LUX,1993,397475
LUX,1992,392175
LUX,1991,387000
LUX,1990,381850
LUX,1989,377100
LUX,1988,373450
LUX,1987,370750
LUX,1986,368355
LUX,1985,366706
LUX,1984,365998
LUX,1983,365622
LUX,1982,365525
LUX,1981,365225
LUX,1980,364150
LUX,1979,362856
LUX,1978,362007
LUX,1977,361358
LUX,1976,360731
LUX,1975,358950
LUX,1974,355050
LUX,1973,350450
LUX,1972,346600
LUX,1971,342421
LUX,1970,339171
LUX,1969,337500
LUX,1968,335850
LUX,1967,334995
LUX,1966,333895
LUX,1965,331500
LUX,1964,327750
LUX,1963,324100
LUX,1962,320750
LUX,1961,316845
LUX,1960,313970
LVA,2022,1879383
LVA,2021,1884490
LVA,2020,1900449
LVA,2019,1913822
LVA,2018,1927174
LVA,2017,1942248
LVA,2016,1959537
LVA,2015,1977527
LVA,2014,1993782
LVA,2013,2012647
LVA,2012,2034319
LVA,2011,2059709
LVA,2010,2097555
LVA,2009,2141669
LVA,2008,2177322
LVA,2007,2200325
LVA,2006,2218357
LVA,2005,2238799
LVA,2004,2263122
LVA,2003,2287955
LVA,2002,2310173
LVA,2001,2337170
LVA,2000,2367550
LVA,1999,2390482
LVA,1998,2410019
LVA,1997,2432851
LVA,1996,2457222
LVA,1995,2485056
LVA,1994,2520742
LVA,1993,2563290
LVA,1992,2614338
LVA,1991,2650581
LVA,1990,2663151
LVA,1989,2666955
LVA,1988,2653434
LVA,1987,2626583
LVA,1986,2599892
LVA,1985,2578873
LVA,1984,2562047
LVA,1983,2546011
LVA,1982,2531080
LVA,1981,2519421
LVA,1980,2511701
LVA,1979,2505953
LVA,1978,2497921
LVA,1977,2485073
LVA,1976,2470989
LVA,1975,2456130
LVA,1974,2437186
LVA,1973,2415819
LVA,1972,2395674
LVA,1971,2376389
LVA,1970,2359164
LVA,1969,2343173
LVA,1968,2323619
LVA,1967,2301220
LVA,1966,2283217
LVA,1965,2265919
LVA,1964,2240623
LVA,1963,2210919
LVA,1962,2181586
LVA,1961,2152681
LVA,1960,2120979
MAC,2022,695168
MAC,2021,686607
MAC,2020,676283
MAC,2019,663653
MAC,2018,650991
MAC,2017,638609
MAC,2016,626688
MAC,2015,615239
MAC,2014,604167
MAC,2013,593374
MAC,2012,582766
MAC,2011,571003
MAC,2010,557297
MAC,2009,543021
MAC,2008,529038
MAC,2007,515330
MAC,2006,501863
MAC,2005,488619
MAC,2004,475529
MAC,2003,462533
MAC,2002,449665
MAC,2001,439122
MAC,2000,431896
MAC,1999,425518
MAC,1998,418776
MAC,1997,411700
MAC,1996,404297
MAC,1995,396641
MAC,1994,388779
MAC,1993,380712
MAC,1992,372370
MAC,1991,362390
MAC,1990,350227
MAC,1989,337336
MAC,1988,324478
MAC,1987,311808
MAC,1986,299491
MAC,1985,287700
MAC,1984,276591
MAC,1983,266253
MAC,1982,256692
MAC,1981,248695
MAC,1980,245332
MAC,1979,245605
MAC,1978,246048
MAC,1977,246405
MAC,1976,246661
MAC,1975,246919
MAC,1974,247280
MAC,1973,247838
MAC,1972,248669
MAC,1971,249832
MAC,1970,247284
MAC,1969,240416
MAC,1968,232929
MAC,1967,225151
MAC,1966,217232
MAC,1965,209278
MAC,1964,201380
MAC,1963,193618
MAC,1962,186039
MAC,1961,178672
MAC,1960,177014
MAF,2022,31791
MAF,2021,31948
MAF,2020,32553
MAF,2019,33121
MAF,2018,33852
MAF,2017,34496
MAF,2016,34811
MAF,2015,35020
MAF,2014,35261
MAF,2013,35639
MAF,2012,36026
MAF,2011,36350
MAF,2010,36458
MAF,2009,36132
MAF,2008,35541
MAF,2007,34887
MAF,2006,34183
MAF,2005,33452
MAF,2004,32697
MAF,2003,31929
MAF,2002,31160
MAF,2001,30387
MAF,2000,29610
MAF,1999,29099
MAF,1998,29102
MAF,1997,29299
MAF,1996,29407
MAF,1995,29435
MAF,1994,29380
MAF,1993,29247
MAF,1992,29035
MAF,1991,28736
MAF,1990,28127
MAF,1989,26303
MAF,1988,23552
MAF,1987,20853
MAF,1986,18234
MAF,1985,15714
MAF,1984,13299
MAF,1983,10992
MAF,1982,8957
MAF,1981,7963
MAF,1980,7776
MAF,1979,7572
MAF,1978,7357
MAF,1977,7131
MAF,1976,6896
MAF,1975,6656
MAF,1974,6447
MAF,1973,6278
MAF,1972,6114
MAF,1971,5957
MAF,1970,5802
MAF,1969,5646
MAF,1968,5497
MAF,1967,5294
MAF,1966,5044
MAF,1965,4832
MAF,1964,4666
MAF,1963,4524
MAF,1962,4388
MAF,1961,4258
MAF,1960,4135
MAR,2022,37457971
MAR,2021,37076584
MAR,2020,36688772
MAR,2019,36304408
MAR,2018,35927511
MAR,2017,35528115
MAR,2016,35107264
MAR,2015,34680458
MAR,2014,34248603
MAR,2013,33803527
MAR,2012,33352169
MAR,2011,32903699
MAR,2010,32464865
MAR,2009,32042877
MAR,2008,31634992
MAR,2007,31232633
MAR,2006,30833022
MAR,2005,30431902
MAR,2004,30033125
MAR,2003,29661270
MAR,2002,29301817
MAR,2001,28930097
MAR,2000,28554415
MAR,1999,28176997
MAR,1998,27791825
MAR,1997,27397118
MAR,1996,26999093
MAR,1995,26599048
MAR,1994,26201551
MAR,1993,25806777
MAR,1992,25400676
MAR,1991,24988083
MAR,1990,24570814
MAR,1989,24148104
MAR,1988,23720590
MAR,1987,23279935
MAR,1986,22824446
MAR,1985,22335077
MAR,1984,21817271
MAR,1983,21287381
MAR,1982,20746765
MAR,1981,20208260
MAR,1980,19678444
MAR,1979,19167661
MAR,1978,18679859
MAR,1977,18206472
MAR,1976,17756516
MAR,1975,17325325
MAR,1974,16902383
MAR,1973,16489452
MAR,1972,16081438
MAR,1971,15677300
MAR,1970,15274351
MAR,1969,14876982
MAR,1968,14490077
MAR,1967,14109755
MAR,1966,13738502
MAR,1965,13381880
MAR,1964,13044254
MAR,1963,12726686
MAR,1962,12404757
MAR,1961,12081713
MAR,1960,11769774
MCO,2022,36469
MCO,2021,36686
MCO,2020,36922
MCO,2019,37034
MCO,2018,37029
MCO,2017,37044
MCO,2016,37071
MCO,2015,36760
MCO,2014,36110
MCO,2013,35425
MCO,2012,34700
MCO,2011,33945
MCO,2010,33178
MCO,2009,32401
MCO,2008,31862
MCO,2007,31823
MCO,2006,32011
MCO,2005,32141
MCO,2004,32236
MCO,2003,32316
MCO,2002,32386
MCO,2001,32444
MCO,2000,32465
MCO,1999,32394
MCO,1998,32209
MCO,1997,31968
MCO,1996,31719
MCO,1995,31482
MCO,1994,31253
MCO,1993,31024
MCO,1992,30794
MCO,1991,30564
MCO,1990,30329
MCO,1989,30078
MCO,1988,29802
MCO,1987,29500
MCO,1986,29171
MCO,1985,28807
MCO,1984,28407
MCO,1983,27985
MCO,1982,27573
MCO,1981,27284
MCO,1980,27076
MCO,1979,26834
MCO,1978,26553
MCO,1977,26242
MCO,1976,25898
MCO,1975,25524
MCO,1974,25262
MCO,1973,25102
MCO,1972,24889
MCO,1971,24610
MCO,1970,24270
MCO,1969,23875
MCO,1968,23481
MCO,1967,23281
MCO,1966,23198
MCO,1965,23022
MCO,1964,22766
MCO,1963,22442
MCO,1962,22106
MCO,1961,21907
MCO,1960,21797
MDA,2022,2538894
MDA,2021,2595809
MDA,2020,2635130
MDA,2019,2664224
MDA,2018,2707203
MDA,2017,2755189
MDA,2016,2803186
MDA,2015,2835978
MDA,2014,2857815
MDA,2013,2859558
MDA,2012,2860324
MDA,2011,2860699
MDA,2010,2862354
MDA,2009,2865213
MDA,2008,2868833
MDA,2007,2874299
MDA,2006,2880967
MDA,2005,2888985
MDA,2004,2896023
MDA,2003,2903198
MDA,2002,2911385
MDA,2001,2918135
MDA,2000,2924668
MDA,1999,2930622
MDA,1998,2935227
MDA,1997,2936413
MDA,1996,2947293
MDA,1995,2953200
MDA,1994,2967585
MDA,1993,2974817
MDA,1992,2975621
MDA,1991,2973210
MDA,1990,2965978
MDA,1989,2952317
MDA,1988,2931424
MDA,1987,2904907
MDA,1986,2875175
MDA,1985,2847050
MDA,1984,2819728
MDA,1983,2792407
MDA,1982,2765889
MDA,1981,2740175
MDA,1980,2716068
MDA,1979,2692764
MDA,1978,2668657
MDA,1977,2643746
MDA,1976,2618032
MDA,1975,2590711
MDA,1974,2563389
MDA,1973,2536068
MDA,1972,2509550
MDA,1971,2483032
MDA,1970,2456514
MDA,1969,2429193
MDA,1968,2400264
MDA,1967,2369729
MDA,1966,2336782
MDA,1965,2301425
MDA,1964,2264461
MDA,1963,2222675
MDA,1962,2177676
MDA,1961,2127854
MDA,1960,2074015
MDG,2022,29611714
MDG,2021,28915653
MDG,2020,28225177
MDG,2019,27533134
MDG,2018,26846541
MDG,2017,26169542
MDG,2016,25501941
MDG,2015,24850912
MDG,2014,24215976
MDG,2013,23588073
MDG,2012,22966240
MDG,2011,22348158
MDG,2010,21731053
MDG,2009,21117092
MDG,2008,20513599
MDG,2007,19924958
MDG,2006,19350299
MDG,2005,18792171
MDG,2004,18250774
MDG,2003,17724310
MDG,2002,17211934
MDG,2001,16709665
MDG,2000,16216431
MDG,1999,15730885
MDG,1998,15250934
MDG,1997,14778903
MDG,1996,14317454
MDG,1995,13869138
MDG,1994,13436121
MDG,1993,13020100
MDG,1992,12623342
MDG,1991,12245260
MDG,1990,11882762
MDG,1989,11536734
MDG,1988,11206789
MDG,1987,10890514
MDG,1986,10588428
MDG,1985,10297746
MDG,1984,10015017
MDG,1983,9740088
MDG,1982,9470990
MDG,1981,9207310
MDG,1980,8948162
MDG,1979,8692289
MDG,1978,8440919
MDG,1977,8195142
MDG,1976,7955197
MDG,1975,7720859
MDG,1974,7491935
MDG,1973,7268560
MDG,1972,7051090
MDG,1971,6840457
MDG,1970,6639751
MDG,1969,6450324
MDG,1968,6270528
MDG,1967,6099529
MDG,1966,5936461
MDG,1965,5780453
MDG,1964,5630024
MDG,1963,5484252
MDG,1962,5343117
MDG,1961,5206239
MDG,1960,5073342
MDV,2022,523787
MDV,2021,521457
MDV,2020,514438
MDV,2019,504508
MDV,2018,489758
MDV,2017,472442
MDV,2016,454252
MDV,2015,435582
MDV,2014,416738
MDV,2013,400728
MDV,2012,387539
MDV,2011,374440
MDV,2010,361575
MDV,2009,349037
MDV,2008,336883
MDV,2007,325126
MDV,2006,314401
MDV,2005,307018
MDV,2004,302135
MDV,2003,297226
MDV,2002,292284
MDV,2001,287324
MDV,2000,282507
MDV,1999,278111
MDV,1998,273796
MDV,1997,269040
MDV,1996,263841
MDV,1995,258208
MDV,1994,252201
MDV,1993,245845
MDV,1992,239136
MDV,1991,232150
MDV,1990,224957
MDV,1989,217937
MDV,1988,211160
MDV,1987,204256
MDV,1986,197225
MDV,1985,190383
MDV,1984,184388
MDV,1983,179339
MDV,1982,174523
MDV,1981,169663
MDV,1980,164887
MDV,1979,160326
MDV,1978,156025
MDV,1977,151792
MDV,1976,147468
MDV,1975,143126
MDV,1974,138944
MDV,1973,134940
MDV,1972,130990
MDV,1971,127066
MDV,1970,123243
MDV,1969,119569
MDV,1968,116049
MDV,1967,112547
MDV,1966,108713
MDV,1965,104566
MDV,1964,101241
MDV,1963,98775
MDV,1962,96332
MDV,1961,93952
MDV,1960,91650
MEX,2022,127504125
MEX,2021,126705138
MEX,2020,125998302
MEX,2019,125085311
MEX,2018,124013861
MEX,2017,122839258
MEX,2016,121519221
MEX,2015,120149897
MEX,2014,118755887
MEX,2013,117290686
MEX,2012,115755909
MEX,2011,114150481
MEX,2010,112532401
MEX,2009,111049428
MEX,2008,109684489
MEX,2007,108302973
MEX,2006,106886790
MEX,2005,105442402
MEX,2004,103945813
MEX,2003,102429341
MEX,2002,100917081
MEX,2001,99394288
MEX,2000,97873442
MEX,1999,96334810
MEX,1998,94767284
MEX,1997,93183094
MEX,1996,91586555
MEX,1995,89969572
MEX,1994,88314424
MEX,1993,86648447
MEX,1992,84993164
MEX,1991,83351595
MEX,1990,81720428
MEX,1989,80233749
MEX,1988,78892015
MEX,1987,77553504
MEX,1986,76224365
MEX,1985,74872006
MEX,1984,73489654
MEX,1983,72080310
MEX,1982,70656783
MEX,1981,69233769
MEX,1980,67705186
MEX,1979,65972912
MEX,1978,64123997
MEX,1977,62262505
MEX,1976,60452543
MEX,1975,58691882
MEX,1974,56945880
MEX,1973,55228203
MEX,1972,53543436
MEX,1971,51897675
MEX,1970,50289306
MEX,1969,48714394
MEX,1968,47170337
MEX,1967,45656963
MEX,1966,44180437
MEX,1965,42737991
MEX,1964,41333878
MEX,1963,39982118
MEX,1962,38683283
MEX,1961,37439317
MEX,1960,36268055
MHL,2022,41569
MHL,2021,42050
MHL,2020,43413
MHL,2019,44728
MHL,2018,45989
MHL,2017,47187
MHL,2016,48329
MHL,2015,49410
MHL,2014,50419
MHL,2013,51352
MHL,2012,52203
MHL,2011,52971
MHL,2010,53416
MHL,2009,53593
MHL,2008,53816
MHL,2007,54038
MHL,2006,54208
MHL,2005,54337
MHL,2004,54435
MHL,2003,54493
MHL,2002,54496
MHL,2001,54413
MHL,2000,54224
MHL,1999,53834
MHL,1998,53164
MHL,1997,52358
MHL,1996,51538
MHL,1995,50702
MHL,1994,49840
MHL,1993,48944
MHL,1992,48015
MHL,1991,47053
MHL,1990,46047
MHL,1989,44988
MHL,1988,43687
MHL,1987,42122
MHL,1986,40527
MHL,1985,38962
MHL,1984,37437
MHL,1983,35975
MHL,1982,34569
MHL,1981,33219
MHL,1980,31988
MHL,1979,30902
MHL,1978,29892
MHL,1977,28912
MHL,1976,27964
MHL,1975,27047
MHL,1974,26174
MHL,1973,25522
MHL,1972,25084
MHL,1971,24680
MHL,1970,23969
MHL,1969,22623
MHL,1968,21001
MHL,1967,19665
MHL,1966,18794
MHL,1965,18154
MHL,1964,17537
MHL,1963,16947
MHL,1962,16387
MHL,1961,15867
MHL,1960,15374
MKD,2022,2057679
MKD,2021,2065092
MKD,2020,2072531
MKD,2019,2076694
MKD,2018,2076217
MKD,2017,2074502
MKD,2016,2072490
MKD,2015,2070226
MKD,2014,2067471
MKD,2013,2064032
MKD,2012,2061044
MKD,2011,2058539
MKD,2010,2055004
MKD,2009,2050671
MKD,2008,2046898
MKD,2007,2043559
MKD,2006,2040228
MKD,2005,2036855
MKD,2004,2032544
MKD,2003,2026773
MKD,2002,2020157
MKD,2001,2034882
MKD,2000,2026350
MKD,1999,2017142
MKD,1998,2007523
MKD,1997,1996869
MKD,1996,1994226
MKD,1995,1983964
MKD,1994,1982458
MKD,1993,1996893
MKD,1992,2018023
MKD,1991,2036686
MKD,1990,2044174
MKD,1989,2039426
MKD,1988,2031932
MKD,1987,2023097
MKD,1986,2012926
MKD,1985,2001504
MKD,1984,1988682
MKD,1983,1974441
MKD,1982,1958275
MKD,1981,1935200
MKD,1980,1907023
MKD,1979,1879354
MKD,1978,1851978
MKD,1977,1825299
MKD,1976,1799332
MKD,1975,1774013
MKD,1974,1749329
MKD,1973,1725228
MKD,1972,1701498
MKD,1971,1679012
MKD,1970,1656783
MKD,1969,1633502
MKD,1968,1610537
MKD,1967,1588649
MKD,1966,1567707
MKD,1965,1547982
MKD,1964,1529507
MKD,1963,1511854
MKD,1962,1497338
MKD,1961,1481112
MKD,1960,1462368
MLI,2022,22593590
MLI,2021,21904983
MLI,2020,21224040
MLI,2019,20567424
MLI,2018,19934298
MLI,2017,19311355
MLI,2016,18700106
MLI,2015,18112907
MLI,2014,17551814
MLI,2013,17004033
MLI,2012,16514687
MLI,2011,16039734
MLI,2010,15529181
MLI,2009,15032635
MLI,2008,14551117
MLI,2007,14080912
MLI,2006,13623541
MLI,2005,13180551
MLI,2004,12751995
MLI,2003,12342165
MLI,2002,11952660
MLI,2001,11583824
MLI,2000,11239101
MLI,1999,10916993
MLI,1998,10620475
MLI,1997,10359301
MLI,1996,10131906
MLI,1995,9921094
MLI,1994,9711797
MLI,1993,9506510
MLI,1992,9310572
MLI,1991,9123969
MLI,1990,8945026
MLI,1989,8774122
MLI,1988,8617474
MLI,1987,8474329
MLI,1986,8334588
MLI,1985,8187651
MLI,1984,8030099
MLI,1983,7863944
MLI,1982,7696349
MLI,1981,7532864
MLI,1980,7372581
MLI,1979,7218079
MLI,1978,7072938
MLI,1977,6935336
MLI,1976,6807648
MLI,1975,6687293
MLI,1974,6569273
MLI,1973,6455257
MLI,1972,6347158
MLI,1971,6247878
MLI,1970,6153587
MLI,1969,6061764
MLI,1968,5973762
MLI,1967,5888497
MLI,1966,5806572
MLI,1965,5726382
MLI,1964,5647380
MLI,1963,5570462
MLI,1962,5494845
MLI,1961,5420247
MLI,1960,5346792
MLT,2022,531113
MLT,2021,518536
MLT,2020,515332
MLT,2019,504062
MLT,2018,484630
MLT,2017,467999
MLT,2016,455356
MLT,2015,445053
MLT,2014,434558
MLT,2013,425967
MLT,2012,420028
MLT,2011,416268
MLT,2010,414508
MLT,2009,412477
MLT,2008,409379
MLT,2007,406724
MLT,2006,405308
MLT,2005,403834
MLT,2004,401268
MLT,2003,398582
MLT,2002,395969
MLT,2001,393028
MLT,2000,390087
MLT,1999,387578
MLT,1998,385287
MLT,1997,382791
MLT,1996,379905
MLT,1995,377419
MLT,1994,374797
MLT,1993,371308
MLT,1992,367618
MLT,1991,363845
MLT,1990,354170
MLT,1989,350722
MLT,1988,347325
MLT,1987,344485
MLT,1986,342121
MLT,1985,336452
MLT,1984,330593
MLT,1983,330524
MLT,1982,325898
MLT,1981,318982
MLT,1980,316645
MLT,1979,313342
MLT,1978,310182
MLT,1977,306970
MLT,1976,305774
MLT,1975,304222
MLT,1974,301996
MLT,1973,302200
MLT,1972,302450
MLT,1971,302700
MLT,1970,302650
MLT,1969,304300
MLT,1968,307900
MLT,1967,311550
MLT,1966,315200
MLT,1965,318800
MLT,1964,321250
MLT,1963,322550
MLT,1962,323900
MLT,1961,325250
MLT,1960,326550
MMR,2022,54179306
MMR,2021,53798084
MMR,2020,53423198
MMR,2019,53040212
MMR,2018,52666014
MMR,2017,52288341
MMR,2016,51892349
MMR,2015,51483949
MMR,2014,51072436
MMR,2013,50648334
MMR,2012,50218185
MMR,2011,49794522
MMR,2010,49390988
MMR,2009,49015836
MMR,2008,48729486
MMR,2007,48445647
MMR,2006,48088274
MMR,2005,47724471
MMR,2004,47338446
MMR,2003,46924293
MMR,2002,46480230
MMR,2001,46014826
MMR,2000,45538332
MMR,1999,45041636
MMR,1998,44516185
MMR,1997,43972046
MMR,1996,43423369
MMR,1995,42880186
MMR,1994,42337109
MMR,1993,41788302
MMR,1992,41237813
MMR,1991,40680533
MMR,1990,40099553
MMR,1989,39489419
MMR,1988,38868270
MMR,1987,38233171
MMR,1986,37572340
MMR,1985,36881020
MMR,1984,36159838
MMR,1983,35424262
MMR,1982,34742586
MMR,1981,34110098
MMR,1980,33465781
MMR,1979,32821779
MMR,1978,32185601
MMR,1977,31554598
MMR,1976,30941375
MMR,1975,30344276
MMR,1974,29751936
MMR,1973,29165356
MMR,1972,28551949
MMR,1971,27914953
MMR,1970,27284112
MMR,1969,26659479
MMR,1968,26044111
MMR,1967,25440029
MMR,1966,24854704
MMR,1965,24286878
MMR,1964,23737818
MMR,1963,23210687
MMR,1962,22699703
MMR,1961,22203109
MMR,1960,21720697
MNE,2022,617213
MNE,2021,619211
MNE,2020,621306
MNE,2019,622028
MNE,2018,622227
MNE,2017,622373
MNE,2016,622303
MNE,2015,622159
MNE,2014,621810
MNE,2013,621207
MNE,2012,620601
MNE,2011,620079
MNE,2010,619428
MNE,2009,618294
MNE,2008,616969
MNE,2007,615875
MNE,2006,615025
MNE,2005,614261
MNE,2004,613353
MNE,2003,612267
MNE,2002,609828
MNE,2001,607389
MNE,2000,604950
MNE,1999,606001
MNE,1998,607662
